product_id,name,category,price,quantity
69-743-0161,Bread Flour,Grains & Pulses,1.50,99
40-902-1995,Asparagus,Fruits & Vegetables,4.80,46
50-329-3360,Wild Rice,Grains & Pulses,10.00,19
03-441-4252,Yogurt,Dairy,1.75,12
97-093-4278,Buttermilk,Dairy,2.55,69
01-820-5784,Egg (Duck),Dairy,1.00,63
31-803-5001,Asparagus,Fruits & Vegetables,4.70,78
61-317-9944,White Bread,Bakery,2.50,72
56-303-5256,Wild Rice,Grains & Pulses,10.00,58
86-672-4191,Egg (Goose),Dairy,2.50,88
34-547-0827,White Rice,Grains & Pulses,1.80,54
20-387-7746,Powdered Sugar,Grains & Pulses,2.50,64
50-329-3145,Milk,Dairy,1.00,12
02-559-8196,Mango,Fruits & Vegetables,5.20,61
69-834-2874,Oatmeal Biscuit,Bakery,5.00,28
27-474-0056,Spinach,Fruits & Vegetables,2.50,23
66-378-7532,Blueberries,Fruits & Vegetables,10.00,87
28-185-7303,Robusta Coffee,Beverages,10.00,59
19-854-3663,Watermelon,Fruits & Vegetables,3.00,13
42-175-1648,Pomegranate,Fruits & Vegetables,6.00,81
56-657-4387,White Bread,Bakery,2.50,61
05-720-8792,Carrot,Fruits & Vegetables,1.50,80
84-151-2114,Brown Rice,Grains & Pulses,2.50,39
10-378-9729,Cabbage,,66.55,69
53-930-2215,Egg (Goose),Dairy,2.50,60
02-034-6209,Sour Cream,Dairy,4.10,22
28-003-8065,Almond Flour,Grains & Pulses,9.50,79
19-021-5024,Broccoli,Fruits & Vegetables,4.00,47
07-846-4804,Jasmine Rice,Grains & Pulses,4.75,20
70-542-4269,Gouda Cheese,Dairy,7.00,41
52-797-6961,Tilapia,Seafood,7.00,46
66-327-2821,Palm Oil,Oils & Fats,1.80,67
12-093-9863,Arborio Rice,Grains & Pulses,4.50,51
08-396-2704,White Sugar,Grains & Pulses,2.00,42
72-970-0239,Sesame Oil,Oils & Fats,6.50,85
03-940-0630,Sunflower Oil,Oils & Fats,2.50,23
67-130-4114,Bell Pepper,Fruits & Vegetables,4.50,84
32-270-1385,Greek Yogurt,Fruits & Vegetables,42.58,28
85-510-2915,White Bread,Bakery,2.50,62
00-842-9790,Egg (Goose),Dairy,2.50,65
49-377-9731,Lime,Fruits & Vegetables,2.00,18
96-682-8546,Egg (Chicken),Dairy,0.20,70
92-837-8839,Vegetable Oil,Oils & Fats,2.00,23
68-732-5919,Jasmine Rice,Grains & Pulses,4.75,26
37-064-7275,Robusta Coffee,Beverages,10.00,20
43-193-9915,Mozzarella Cheese,Dairy,7.20,55
45-992-5653,Whole Wheat Flour,Grains & Pulses,2.75,82
45-852-2446,Salmon,Seafood,15.00,73
57-394-4703,White Tea,Beverages,25.00,81
07-679-1199,Onion,Fruits & Vegetables,2.00,20
47-221-3391,Black Coffee,Beverages,15.00,78
80-698-0324,Butter Biscuit,Bakery,6.00,84
36-383-3677,Corn Oil,Oils & Fats,2.50,32
42-907-6946,Coconut Oil,Oils & Fats,5.00,90
96-209-1739,Evaporated Milk,Dairy,2.00,70
36-679-4670,Bell Pepper,Fruits & Vegetables,4.50,90
08-637-9335,Lettuce,Fruits & Vegetables,2.00,100
56-875-3717,Brown Rice,Grains & Pulses,2.50,89
86-978-6666,Whole Wheat Flour,Grains & Pulses,2.70,38
41-475-5305,Rye Bread,Bakery,3.00,61
25-911-7736,Orange,Fruits & Vegetables,3.00,75
28-433-8533,Multigrain Bread,Bakery,3.20,87
84-624-0201,Bread Flour,Grains & Pulses,1.50,71
45-634-0679,Haddock,Seafood,9.00,98
93-014-4256,Green Beans,Fruits & Vegetables,2.00,19
24-989-3302,Coconut,Fruits & Vegetables,5.00,85
46-415-8633,Apple,Fruits & Vegetables,3.50,71
73-117-6105,Brown Rice,Grains & Pulses,2.50,44
53-710-7630,Rice Flour,Grains & Pulses,2.00,25
10-617-7581,Peanut Oil,Oils & Fats,4.00,24
66-312-5511,Anchovies,Seafood,10.00,44
87-423-8486,Powdered Sugar,Grains & Pulses,2.50,63
64-493-5270,Palm Oil,Oils & Fats,1.80,69
31-255-9616,Tuna,Seafood,18.00,88
26-799-3714,Robusta Coffee,Beverages,10.00,74
64-119-7804,Bell Pepper,Fruits & Vegetables,4.50,98
74-181-4135,Egg (Chicken),Dairy,0.20,22
34-369-7712,Apricot,Fruits & Vegetables,5.00,55
31-157-1822,Ricotta Cheese,Dairy,6.10,96
27-459-0724,Feta Cheese,Dairy,7.00,91
47-441-7682,Digestive Biscuit,Bakery,4.00,40
32-676-1026,Salmon,Seafood,15.00,52
77-959-1018,Lettuce,Fruits & Vegetables,2.00,22
60-911-3745,Black Rice,Grains & Pulses,6.35,98
57-101-0060,Whole Wheat Flour,Grains & Pulses,2.75,59
54-758-4622,Chocolate Biscuit,Bakery,5.00,99
92-152-5820,Black Tea,Beverages,5.30,18
44-637-5512,Watermelon,Fruits & Vegetables,3.00,58
65-854-9364,Black Rice,Grains & Pulses,6.30,30
60-747-8704,Papaya,Fruits & Vegetables,4.50,97
85-835-3445,Egg (Goose),Dairy,2.45,50
66-716-8221,Cheddar Cheese,Dairy,9.00,70
01-026-2772,Blueberries,Fruits & Vegetables,10.00,40
21-252-1360,Corn Oil,Oils & Fats,2.50,75
80-039-1261,Strawberries,Fruits & Vegetables,6.00,26
48-427-0551,Arabica Coffee,Beverages,20.00,13
02-575-1980,Plum,Fruits & Vegetables,4.00,11
61-293-6327,Salmon,Seafood,15.00,98
08-519-5579,Broccoli,Fruits & Vegetables,4.00,35
33-670-6797,Mackerel,Seafood,7.50,45
29-741-8132,Kale,Fruits & Vegetables,4.00,47
89-713-6071,Sesame Oil,Oils & Fats,6.50,89
00-641-8691,Black Coffee,Beverages,15.00,33
68-977-6854,Apricot,Fruits & Vegetables,5.00,90
86-257-4613,Jasmine Rice,Grains & Pulses,4.75,44
06-340-6856,Wild Rice,Grains & Pulses,9.75,41
11-338-4598,Potato,Fruits & Vegetables,1.20,72
82-711-0772,Egg (Goose),Dairy,2.40,72
05-184-4175,Black Coffee,Beverages,15.00,40
17-274-6898,Whole Wheat Bread,Bakery,3.50,36
79-569-8856,Vegetable Oil,Oils & Fats,2.00,51
00-534-9775,Black Coffee,Beverages,14.90,87
94-071-2261,Pear,Fruits & Vegetables,4.50,79
94-355-3070,Tilapia,Seafood,6.80,14
17-265-1899,Orange,Fruits & Vegetables,3.00,81
13-888-0149,Lime,Fruits & Vegetables,2.00,75
21-890-2826,Gouda Cheese,Dairy,7.00,48
05-425-0746,Onion,Fruits & Vegetables,2.00,50
88-807-8431,Haddock,Seafood,9.00,11
77-377-1659,Almond Flour,Grains & Pulses,9.50,74
92-362-3567,Tomato,Fruits & Vegetables,2.50,11
99-961-0767,Heavy Cream,Dairy,4.00,85
94-092-3355,Cauliflower,Fruits & Vegetables,2.50,57
29-344-3658,Lime,Fruits & Vegetables,1.90,75
60-327-4114,Egg (Turkey),Dairy,2.35,63
13-409-9040,White Tea,Beverages,25.25,35
75-927-9108,Cabbage,Fruits & Vegetables,1.00,24
30-806-3823,Jasmine Rice,Grains & Pulses,4.75,53
65-780-5622,Butter Biscuit,Bakery,6.00,74
94-598-3383,Brown Rice,Grains & Pulses,2.50,79
45-250-4679,Bread Flour,Grains & Pulses,1.50,54
45-317-9731,Palm Oil,Oils & Fats,1.80,44
41-131-3841,Almond Flour,Grains & Pulses,9.50,77
15-905-7750,Apricot,Fruits & Vegetables,5.00,42
68-973-8812,Sweet Potato,Fruits & Vegetables,2.00,44
49-570-8214,Sour Cream,Dairy,4.00,81
57-779-4955,Black Rice,Grains & Pulses,6.25,92
85-781-5386,Salmon,Seafood,15.00,78
72-341-1154,Heavy Cream,Dairy,4.20,85
28-986-8001,Pomegranate,Fruits & Vegetables,6.00,65
82-811-7988,Olive Oil,Oils & Fats,6.00,36
27-495-1912,Potato,Fruits & Vegetables,1.20,26
44-480-9446,Sunflower Oil,Oils & Fats,2.50,39
77-937-1108,White Sugar,Grains & Pulses,2.00,39
82-538-4809,Cabbage,Fruits & Vegetables,1.00,83
69-895-3397,Cucumber,Fruits & Vegetables,1.80,28
44-112-3331,Tuna,Seafood,18.00,85
93-682-2069,Lime,Fruits & Vegetables,2.00,76
49-199-6836,Tomato,Fruits & Vegetables,2.50,100
47-221-2470,Pomegranate,Fruits & Vegetables,6.00,17
71-067-3278,Anchovies,Seafood,10.00,51
89-388-3239,Grapes,Fruits & Vegetables,5.50,54
10-555-5971,Sourdough Bread,Bakery,4.00,94
82-931-7126,Asparagus,Fruits & Vegetables,5.00,34
24-228-6840,Herbal Tea,Beverages,30.00,27
52-392-5312,All-Purpose Flour,Grains & Pulses,1.75,50
36-531-4087,Almond Flour,Grains & Pulses,9.50,85
39-810-2042,Rice Flour,Grains & Pulses,2.00,24
55-164-7723,Halibut,Seafood,20.00,82
61-680-9496,Apple,Fruits & Vegetables,3.50,17
24-143-4957,Canola Oil,Oils & Fats,2.30,25
26-456-1992,Tilapia,Seafood,7.00,56
62-998-7250,Evaporated Milk,Dairy,2.00,72
38-617-7226,Mushrooms,Fruits & Vegetables,6.30,65
00-366-9496,Grapes,Fruits & Vegetables,5.50,30
76-027-4850,Onion,Fruits & Vegetables,2.00,39
27-269-5260,Pineapple,Fruits & Vegetables,3.50,14
40-126-0515,Carrot,Fruits & Vegetables,1.50,74
31-387-5020,Parmesan Cheese,Dairy,11.90,63
13-673-7016,Peach,Fruits & Vegetables,4.00,47
85-212-2729,Egg (Turkey),Dairy,2.50,42
99-048-8310,Tomato,Fruits & Vegetables,2.50,32
19-112-1616,Lettuce,Fruits & Vegetables,2.00,88
98-546-7398,Yogurt,Dairy,1.75,80
63-874-9747,Orange,Fruits & Vegetables,3.00,36
58-946-5152,Bread Flour,Grains & Pulses,1.50,11
65-867-4029,Peach,Fruits & Vegetables,4.00,40
89-328-9019,Bread Flour,Grains & Pulses,1.50,63
02-170-5225,Raw Sugar,Grains & Pulses,1.50,90
24-478-8277,Multigrain Bread,Bakery,3.25,47
91-290-9062,Digestive Biscuit,Bakery,4.00,29
44-546-5713,Peach,Fruits & Vegetables,4.00,94
20-031-0532,Mango,Fruits & Vegetables,4.90,32
48-242-8445,Plum,Fruits & Vegetables,4.00,40
33-378-1365,Egg (Goose),Dairy,2.50,50
57-763-5501,Cod,Seafood,8.00,72
71-015-9181,Pomegranate,Fruits & Vegetables,6.00,22
14-115-8371,Chocolate Biscuit,Bakery,5.00,23
83-568-3475,Halibut,Seafood,20.00,35
79-884-8810,Cucumber,Fruits & Vegetables,1.75,12
50-772-2613,Cheddar Cheese,Dairy,9.00,86
19-377-5021,Mackerel,Seafood,7.50,91
39-913-2999,Evaporated Milk,Dairy,2.00,23
46-911-1159,Onion,Fruits & Vegetables,2.00,98
40-630-1431,Cherry,Fruits & Vegetables,8.00,29
15-797-4824,Coconut,Fruits & Vegetables,5.00,32
37-248-6266,Pear,Fruits & Vegetables,4.50,84
22-760-4605,Yogurt,Dairy,1.75,86
80-020-8041,Black Rice,Grains & Pulses,6.20,11
44-634-8292,Whole Wheat Flour,Grains & Pulses,2.75,60
19-610-2236,Whole Wheat Bread,Bakery,3.50,58
49-579-4325,Ricotta Cheese,Dairy,6.00,64
42-134-9798,Canola Oil,Oils & Fats,2.30,19
84-546-7624,Cherry,Fruits & Vegetables,8.00,43
11-891-8213,Peanut Oil,Oils & Fats,4.00,38
03-597-9488,Buttermilk,Dairy,2.50,70
89-624-7462,Asparagus,Fruits & Vegetables,5.00,18
89-335-0155,Brown Rice,Grains & Pulses,2.50,46
59-725-4038,Arabica Coffee,Beverages,20.50,78
78-953-2073,Canola Oil,Oils & Fats,2.30,53
91-426-3204,Haddock,Seafood,9.00,67
40-913-9772,Egg (Chicken),Dairy,0.20,36
89-922-4773,Whole Wheat Flour,Grains & Pulses,2.75,39
17-236-0566,Sweet Potato,Fruits & Vegetables,2.00,95
74-234-0628,Almond Flour,Grains & Pulses,9.50,12
80-441-7249,Wild Rice,Grains & Pulses,10.00,98
54-708-7327,Jasmine Rice,Grains & Pulses,4.75,50
15-846-7959,Zucchini,Fruits & Vegetables,2.50,98
44-368-7112,Corn Oil,Oils & Fats,2.50,28
03-833-3577,Cucumber,Fruits & Vegetables,1.80,67
47-548-6500,Onion,Fruits & Vegetables,2.00,20
12-342-4482,Trout,Seafood,11.60,67
07-834-3320,Egg (Quail),Dairy,0.80,94
16-187-5729,Black Tea,Beverages,5.00,45
64-109-7362,Anchovies,Seafood,10.00,86
06-655-5498,Wild Rice,Grains & Pulses,9.75,72
24-975-4231,Green Beans,Fruits & Vegetables,2.10,31
98-652-9569,Butter Biscuit,Bakery,6.00,12
25-522-6043,Gouda Cheese,Dairy,7.00,71
28-275-5901,Anchovies,Seafood,10.00,64
96-164-0607,Coconut Oil,Oils & Fats,5.00,89
93-815-0565,Sesame Oil,Oils & Fats,6.50,50
63-918-8253,Mango,Fruits & Vegetables,5.00,53
57-167-0669,Haddock,Seafood,9.00,19
52-402-9245,Broccoli,Fruits & Vegetables,4.00,89
17-647-0503,Cod,Seafood,8.00,96
67-984-5368,Parmesan Cheese,Dairy,12.00,52
77-827-0820,Sesame Oil,Oils & Fats,6.50,97
27-387-0428,Halibut,Seafood,20.00,88
79-350-5841,Jasmine Rice,Grains & Pulses,4.75,33
44-128-2185,Jasmine Rice,Grains & Pulses,4.75,98
48-789-9187,Peach,Fruits & Vegetables,4.00,45
21-809-7115,White Rice,Grains & Pulses,1.80,80
19-323-0506,Halibut,Seafood,20.00,68
04-637-8815,Apricot,Fruits & Vegetables,5.00,90
60-644-6596,Trout,Seafood,12.00,89
58-005-5343,Cucumber,Fruits & Vegetables,1.80,38
67-382-4435,Green Beans,Fruits & Vegetables,2.10,99
09-335-7793,Powdered Sugar,Grains & Pulses,2.40,66
46-496-2930,Pomegranate,Fruits & Vegetables,6.00,66
35-353-4068,Bread Flour,Grains & Pulses,1.50,64
45-050-4720,Black Rice,Grains & Pulses,6.00,18
87-104-0187,Whole Wheat Flour,Grains & Pulses,2.75,86
85-806-8672,Black Tea,Beverages,4.70,35
54-281-3746,Green Beans,Fruits & Vegetables,2.00,26
35-257-9312,Parmesan Cheese,Dairy,12.00,80
63-897-8088,Zucchini,Fruits & Vegetables,2.50,63
24-986-5091,Vanilla Biscuit,Bakery,5.50,89
17-504-3699,Sweet Potato,Fruits & Vegetables,2.00,80
23-395-3157,Vegetable Oil,Oils & Fats,2.00,41
28-107-4953,Chocolate Biscuit,Bakery,5.00,53
46-083-7058,Haddock,Seafood,9.00,61
68-436-1268,Egg (Duck),Dairy,1.00,70
93-198-5984,Mango,Fruits & Vegetables,5.00,73
24-571-1080,Kale,Fruits & Vegetables,4.00,60
73-874-7534,Pomegranate,Fruits & Vegetables,6.00,88
07-337-9889,Cauliflower,Fruits & Vegetables,2.50,95
28-197-9246,Powdered Sugar,Grains & Pulses,2.50,47
83-400-9746,Mozzarella Cheese,Dairy,7.00,24
24-579-6500,Anchovies,Seafood,10.00,93
64-418-8356,Sunflower Oil,Oils & Fats,2.50,80
15-884-7413,Apple,Fruits & Vegetables,3.50,77
79-494-2472,Green Beans,Fruits & Vegetables,2.00,42
36-177-0573,Egg (Turkey),Dairy,2.50,92
79-920-2395,Mushrooms,Fruits & Vegetables,6.25,81
96-961-2193,Jasmine Rice,Grains & Pulses,4.75,46
69-578-7930,Brown Rice,Grains & Pulses,2.50,44
40-205-8252,Multigrain Bread,Bakery,3.50,38
18-107-7886,Evaporated Milk,Dairy,2.00,64
35-328-8392,Long Grain Rice,Grains & Pulses,1.45,39
21-650-9319,White Bread,Bakery,2.50,42
99-894-4351,White Sugar,Grains & Pulses,2.00,29
63-168-6018,Cucumber,Fruits & Vegetables,1.80,60
26-000-1012,Parmesan Cheese,Dairy,12.00,65
13-900-9016,Bell Pepper,Fruits & Vegetables,4.50,89
88-408-0310,Corn Oil,Oils & Fats,2.50,50
73-997-6251,Bell Pepper,Fruits & Vegetables,4.50,94
50-679-2072,Canola Oil,Oils & Fats,2.30,97
89-673-1543,Digestive Biscuit,Bakery,4.00,72
56-937-8675,Cream,Dairy,2.50,62
14-836-2894,Apple,Fruits & Vegetables,3.50,44
87-903-3486,Peanut Oil,Oils & Fats,4.00,21
07-617-6934,Coconut Sugar,Grains & Pulses,5.00,91
31-403-6234,Tuna,Seafood,18.00,87
29-092-3453,Spinach,Fruits & Vegetables,2.52,61
34-709-9237,Carrot,Fruits & Vegetables,1.50,61
13-962-6263,Sweet Potato,Fruits & Vegetables,2.00,49
06-731-2162,Lemon,Fruits & Vegetables,2.50,87
10-768-2443,Multigrain Bread,Bakery,3.25,93
36-372-2295,Basmati Rice,Grains & Pulses,4.45,55
34-538-1180,Sour Cream,Dairy,4.00,29
98-148-0940,Egg (Chicken),Dairy,0.20,63
38-390-2115,Potato,Fruits & Vegetables,1.20,42
02-974-8526,Onion,Fruits & Vegetables,2.00,74
29-377-7040,Short Grain Rice,Grains & Pulses,3.00,22
84-327-7787,Egg (Chicken),Dairy,0.20,83
82-231-4245,Wild Rice,Grains & Pulses,10.00,32
70-005-5970,Apple,Fruits & Vegetables,3.50,84
63-936-0145,Plum,Fruits & Vegetables,4.00,22
08-196-2703,Peas,Fruits & Vegetables,3.00,100
22-778-3553,Cheddar Cheese,Dairy,9.00,36
37-610-1999,Halibut,Seafood,20.00,14
09-618-2842,White Sugar,Grains & Pulses,2.00,38
28-968-4195,Eggplant,Fruits & Vegetables,3.00,97
55-680-0982,Green Tea,Beverages,8.00,64
43-851-9440,Lime,Fruits & Vegetables,1.90,14
14-331-3739,Avocado Oil,Oils & Fats,10.00,24
54-830-6971,Tilapia,Seafood,7.00,100
53-008-2419,Jasmine Rice,Grains & Pulses,4.75,62
39-358-3340,Basmati Rice,Grains & Pulses,4.50,71
28-146-2641,Parmesan Cheese,Dairy,12.00,38
83-556-0996,Powdered Sugar,Grains & Pulses,2.40,88
53-805-9523,Sourdough Bread,Bakery,4.50,40
82-977-7752,Spinach,Fruits & Vegetables,2.50,88
62-393-9939,Cheddar Cheese,Dairy,9.00,60
31-745-6850,Cabbage,Fruits & Vegetables,0.90,94
86-692-2312,Avocado Oil,Oils & Fats,10.00,30
28-044-4102,Papaya,Fruits & Vegetables,4.50,19
